term,term_normalized,is_multi_word,subjects,grade_bands,standard_ref,awl_match,is_latin_derived,is_greek_derived,etymology_evidence,is_bridge_priority,transliteration_difficulty,frequency,pos
right fit,right fit,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
colored water,colored water,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
leafy celery,leafy celery,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
celery stalk,celery stalk,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
forest wildflower,forest wildflower,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
swamp plant,swamp plant,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
habitat plant type,habitat plant type,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
bug behavior,bug behavior,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
soil sand,soil sand,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
natural habitat,natural habitat,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
arctic habitat,arctic habitat,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
share finding,share finding,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
actual map,actual map,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
fresh salt water,fresh salt water,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
waterproof tub,waterproof tub,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
pour water,pour water,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
glaci model,glaci model,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
flash flooding,flash flooding,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
ski lodge,ski lodge,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
state park,state park,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
amusement park,amusement park,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
blackline map,blackline map,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different landform,different landform,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different height,different height,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different pattern,different pattern,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different rate,different rate,True,science,3-5|6-8,6.ESS.4,False,False,False,,False,high,4,NP
weak acid,weak acid,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
lemon juice,lemon juice,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
local city,local city,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
weather rock,weather rock,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
local park,local park,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
slow change,slow change,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
stream bed,stream bed,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
plant choice,plant choice,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
fencing wind barrier,fencing wind barrier,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
dead leaf,dead leaf,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
different agent,different agent,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different farming,different farming,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
ice melting,ice melting,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
paper tearing,paper tearing,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
candle burning,candle burning,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
lego building block,lego building block,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
inflated balloon,inflated balloon,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
rubber band cart,rubber band cart,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
mousetrap game,mousetrap game,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different nail,different nail,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
conceptual model,conceptual model,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
complete circuit,complete circuit,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
simple electric circuit,simple electric circuit,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
continuous loop,continuous loop,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
ice cube,ice cube,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
critique plan,critique plan,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
use map,use map,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
local historical society,local historical society,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
anatomical characteristic,anatomical characteristic,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
soft tissue,soft tissue,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
trilobite fossil,trilobite fossil,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
organism living,organism living,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
foundational knowledge,foundational knowledge,True,science,3-5|9-12,5.ESS.1,False,False,False,,False,high,4,NP
celestial body,celestial body,True,science,3-5|6-8|K-2,5.ESS.1,False,False,False,,False,high,4,NP
online model,online model,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
planet size,planet size,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
red dwarf,red dwarf,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
blue giant star,blue giant star,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
bowling baseball kickball,bowling baseball kickball,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
mass travel,mass travel,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
middle school level,middle school level,True,science,3-5|6-8|9-12,,False,False,False,,False,high,4,NP
daytime use,daytime use,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
hot sunny day,hot sunny day,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
water sand,water sand,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
different angle,different angle,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
northern riffleshell mussel,northern riffleshell mussel,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
rain garden,rain garden,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
sand wood,sand wood,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
polish marble,polish marble,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
halite gypsum,halite gypsum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
acidic soil,acidic soil,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
common rock,common rock,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
finished map,finished map,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
multiple rock sample,multiple rock sample,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
landslide event,landslide event,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
dust bowl,dust bowl,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
soil characteristic,soil characteristic,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
retractable space,retractable space,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
record datum,record datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
evaluation criterion,evaluation criterion,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
flow rate,flow rate,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
water load,water load,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
scientific tradeoff,scientific tradeoff,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
familiar system,familiar system,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different organelle,different organelle,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
human bone,human bone,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
human growth,human growth,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
yeast cell,yeast cell,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
splint test,splint test,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
cell type,cell type,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
different organ system,different organ system,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
analytical datum,analytical datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
buoy datum,buoy datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
jet stream pattern,jet stream pattern,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
velocity datum,velocity datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
simple map,simple map,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
ocean buoy,ocean buoy,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
drifter buoy datum,drifter buoy datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
water- quality test,water- quality test,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
ph turbidity level,ph turbidity level,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
local lake,local lake,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
present pattern,present pattern,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
additional buoy datum,additional buoy datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
drifter buoy,drifter buoy,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
oceanic datum,oceanic datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
human lung,human lung,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
lung tissue,lung tissue,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
ozone datum,ozone datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
stratospheric level,stratospheric level,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
nitrogen fixing microbe,nitrogen fixing microbe,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different gas,different gas,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
tidal coastline datum,tidal coastline datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
d modeling,d modeling,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
tidal datum,tidal datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
spring neap tide,spring neap tide,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
solar power,solar power,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
earth orbit,earth orbit,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
earth spin axis,earth spin axis,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
earth tilted axis,earth tilted axis,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
intended usage,intended usage,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
solar oven,solar oven,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
room temperature water,room temperature water,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
correct order,correct order,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
steel marble,steel marble,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
maximum number,maximum number,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
phosphorus level,phosphorus level,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
nitrogen level,nitrogen level,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
conservation effort,conservation effort,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
homogeneous earth model,homogeneous earth model,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
magnetic datum,magnetic datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
rock fossil datum,rock fossil datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
hawaiian islands,hawaiian islands,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
tectonics.1 model seafloor,tectonics.1 model seafloor,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
mid- ocean ridge,mid- ocean ridge,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
current warning system,current warning system,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
geologic datum,geologic datum,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
ocean crust,ocean crust,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
oceanic crust,oceanic crust,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
continental crust,continental crust,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
good place,good place,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
tectonic plate,tectonic plate,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
earthquake foci,earthquake foci,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
mass movement event,mass movement event,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
stream table,stream table,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
stream meander,stream meander,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
d view,d view,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,low,4,NP
cave sinkhole,cave sinkhole,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
gallery walk,gallery walk,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
different industrial us,different industrial us,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
certain mass,certain mass,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
wire type,wire type,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
relative strength,relative strength,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
game board,game board,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
multiple reference point,multiple reference point,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
fixed reference point,fixed reference point,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
spring launcher,spring launcher,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
different force amount,different force amount,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
opposing force,opposing force,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
fishing reel,fishing reel,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
crayfish fossil,crayfish fossil,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
examine member,examine member,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
great chance,great chance,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
panda bear,panda bear,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
human egg,human egg,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,medium,4,NP
gene therapy,gene therapy,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
drought resistant crop,drought resistant crop,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
known heritage,known heritage,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
codominance pattern,codominance pattern,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
abo blood type,abo blood type,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
dna gene chromosome,dna gene chromosome,True,science,3-5|6-8|9-12|K-2,,False,False,False,,False,high,4,NP
