term,term_normalized,is_multi_word,subjects,grade_bands,standard_ref,awl_match,is_latin_derived,is_greek_derived,etymology_evidence,is_bridge_priority,transliteration_difficulty,frequency,pos
promotion,promotion,False,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:pro|L-suffix:tion,True,high,8,NOUN
metabolic,metabolic,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:meta,True,high,8,NOUN
vitamin,vitamin,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-root:vit,True,medium,8,PROPN
eutrophication,eutrophication,False,science,3-5|6-8|9-12|K-2,,False,True,True,L-suffix:tion|G-root:troph,True,high,8,NOUN
demographic,demographic,False,science,3-5|6-8|9-12|K-2,,False,True,True,L-prefix:de|G-root:graph,True,high,8,NOUN
violation,violation,False,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NOUN
restitution,restitution,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re|L-suffix:tion,True,high,8,NOUN
expectancy,expectancy,False,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ex,True,high,8,NOUN
fertility,fertility,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ity,True,high,8,NOUN
phenological,phenological,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:al,True,high,8,ADJ
dinosaur,dinosaur,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:di,True,high,8,NOUN
indoor,indoor,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:in,True,medium,8,ADJ
terminal,terminal,False,science,3-5|6-8|9-12|K-2,F.6,False,True,False,L-suffix:al,True,high,8,ADJ
circulatory,circulatory,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ory,True,high,8,ADJ
scleroderma,scleroderma,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-root:derm,True,high,8,PROPN
atrophy,atrophy,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-root:troph,True,high,8,NOUN
retina,retina,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re,True,medium,8,NOUN
astigmatism,astigmatism,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-suffix:ism,True,high,8,NOUN
nasal,nasal,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:al,True,medium,8,ADJ
olfactory,olfactory,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ory|L-root:fac,True,high,8,ADJ
pancrea,pancrea,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:pan,True,medium,8,NOUN
recipient,recipient,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re|L-suffix:ent,True,high,8,NOUN
failure,failure,False,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ure,True,medium,8,NOUN
autoimmune,autoimmune,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:auto,True,high,8,ADJ
viral,viral,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:al,True,medium,8,ADJ
vaccination,vaccination,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NOUN
propulsion,propulsion,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:pro|L-suffix:sion,True,high,8,NOUN
diaphragm,diaphragm,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:di,True,high,8,NOUN
spirometry,spirometry,False,science,3-5|6-8|9-12|K-2,,False,True,True,G-suffix:metry|L-root:spir,True,high,8,NOUN
regulatory,regulatory,False,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re|L-suffix:ory,True,high,8,ADJ
menstruation,menstruation,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NOUN
monotreme,monotreme,False,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:mono,True,high,8,NOUN
marsupial,marsupial,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ial,True,high,8,NOUN
placental,placental,False,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:al|L-root:cent,True,high,8,ADJ
instant,instant,False,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:in|L-suffix:ant,True,medium,8,NOUN
reproducibility,reproducibility,False,science,9-12,,False,True,False,L-prefix:re|L-suffix:ity|L-root:duc,True,high,8,NOUN
curiosity,curiosity,False,science,9-12,,False,True,False,L-suffix:ity,True,high,8,NOUN
improvements,improvements,False,science,9-12,,False,True,False,L-prefix:im,True,high,8,PROPN
locating,locating,False,social-studies,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NOUN
corruption,corruption,False,social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:co|L-suffix:tion|L-root:rupt,True,high,8,NOUN
discrimination,discrimination,False,social-studies,3-5|6-8|9-12|K-2,,False,True,True,L-prefix:dis|G-prefix:di|L-suffix:tion,True,high,8,NOUN
territorial,territorial,False,social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ial|L-root:terr,True,high,8,ADJ
ratification,ratification,False,social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NOUN
fiscal,fiscal,False,social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:al,True,medium,8,ADJ
nationalism,nationalism,False,social-studies,3-5|6-8|9-12|K-2,,False,False,True,G-suffix:ism,True,high,8,NOUN
alliance,alliance,False,social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ance,True,high,8,NOUN
mutual,mutual,False,social-studies,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ual,True,medium,8,ADJ
diplomacy,diplomacy,False,social-studies,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:di,True,high,8,NOUN
hydroelectric,hydroelectric,False,social-studies,3-5|6-8|9-12|K-2,,False,False,True,G-root:hydr,True,high,8,ADJ
appropriate component,appropriate component,True,ela|science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:com|L-suffix:ent,True,high,8,NP
literary cultural knowledge,literary cultural knowledge,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
intricate argument,intricate argument,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ment,True,high,8,NP
detailed description,detailed description,True,ela|science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:de|L-suffix:tion|L-root:script,True,high,8,NP
sustained research project,sustained research project,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:pro|L-root:ject,True,high,8,NP
significant time,significant time,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
verb tense,verb tense,True,ela,3-5|6-8|9-12|K-2,L.4.3,True,False,False,,True,medium,8,NP
literary text development,literary text development,True,ela,3-5|6-8|K-2,RL.5.1,True,True,False,L-prefix:de|L-suffix:ment,True,high,8,NP
cumulative impact,cumulative impact,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:im,True,high,8,NP
source material,source material,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ial|L-root:mater,True,high,8,NP
specific work,specific work,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
late author,late author,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
american literature,american literature,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ure,True,high,8,NP
informational text development,informational text development,True,ela,3-5|6-8|K-2,RI.5.1,True,True,False,L-prefix:de|L-suffix:ment,True,high,8,NP
subject area,subject area,True,ela|math|social-studies,3-5|6-8|9-12|K-2,RI.5.4,True,False,False,,True,medium,8,NP
false statement,false statement,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ment,True,high,8,NP
seminal u.s. text,seminal u.s. text,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
public advocacy,public advocacy,True,ela,3-5|6-8|9-12|K-2,W.3.2,False,True,False,L-prefix:ad|L-root:voc,True,high,8,NP
presidential address,presidential address,True,ela,3-5|6-8|9-12|K-2,RF.3.3,False,True,False,L-prefix:ad,True,high,8,NP
domain- specific vocabulary,domain- specific vocabulary,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ary|L-root:voc,True,high,8,NP
appropriate transition,appropriate transition,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:trans|L-suffix:tion,True,high,8,NP
important connection,important connection,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:con|L-suffix:tion,True,high,8,NP
domain specific vocabulary,domain specific vocabulary,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ary|L-root:voc,True,high,8,NP
smooth progression,smooth progression,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:pro|L-suffix:sion,True,high,8,NP
vivid picture,vivid picture,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ure,True,high,8,NP
technology capacity,technology capacity,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ity,True,high,8,NP
ongoing feedback,ongoing feedback,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
new argument,new argument,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ment,True,high,8,NP
research question,research question,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:tion,True,high,8,NP
collaborative discussion,collaborative discussion,True,ela,3-5|6-8,SL.3.1,False,True,True,L-prefix:dis|G-prefix:di|L-suffix:sion,True,high,8,NP
adapt speech,adapt speech,True,ela,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
style manual,style manual,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ual,True,high,8,NP
sentence structure,sentence structure,True,ela,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ure|L-root:struct,True,high,8,NP
likely reader,likely reader,True,ela,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re,True,high,8,NP
technical subject,technical subject,True,ela,6-8|9-12|K-2,,True,True,False,L-prefix:sub|L-root:ject,True,high,8,NP
primary source,primary source,True,ela|science|social-studies,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
clear precise language,clear precise language,True,math,3-5|6-8|K-2,,True,False,False,,True,high,8,NP
equivalent fraction,equivalent fraction,True,math,3-5,,True,True,False,L-suffix:tion|L-root:fract,True,high,8,NP
dimensional object,dimensional object,True,math,3-5|9-12,MD.4,True,True,False,L-prefix:ob|L-root:ject,True,high,8,NP
symmetric property,symmetric property,True,math,6-8|9-12,,False,True,False,L-prefix:pro|L-root:oper,True,high,8,NP
integer exponent,integer exponent,True,math,6-8|9-12,,False,True,False,L-prefix:ex|L-suffix:ent,True,high,8,NP
change course,change course,True,math,9-12,,False,True,False,L-prefix:co,True,high,8,NP
stated assumption,stated assumption,True,math,9-12,,False,True,False,L-suffix:tion,True,high,8,NP
calculus advanced statistic,calculus advanced statistic,True,math,9-12,,True,False,False,,True,high,8,NP
inverse function,inverse function,True,math,9-12,F.4,True,True,False,L-suffix:tion,True,high,8,NP
rational exponent,rational exponent,True,math,9-12,,True,True,False,L-prefix:ex|L-suffix:ent,True,high,8,NP
• interpret function,• interpret function,True,math,9-12,,True,True,False,L-suffix:tion,True,high,8,NP
analyze function,analyze function,True,math,9-12,,True,True,False,L-suffix:tion,True,high,8,NP
building function,building function,True,math,9-12,,True,True,False,L-suffix:tion,True,high,8,NP
eighth grade,eighth grade,True,math|social-studies,6-8|9-12,,True,False,False,,True,high,8,NP
general quantity,general quantity,True,math,9-12,,False,True,False,L-suffix:ity,True,high,8,NP
constant factor,constant factor,True,math,9-12,,True,True,False,L-root:fac,True,high,8,NP
algebraic notation,algebraic notation,True,math,9-12,,False,True,False,L-suffix:tion,True,high,8,NP
complicated algebraic manipulation,complicated algebraic manipulation,True,math,9-12,,False,True,False,L-suffix:tion,True,high,8,NP
productive manipulation,productive manipulation,True,math,9-12,,False,True,False,L-suffix:tion,True,high,8,NP
solution technique,solution technique,True,math,9-12,,True,False,True,G-root:techn,True,high,8,NP
deductive process,deductive process,True,math,9-12,,True,True,False,L-prefix:pro,True,high,8,NP
modeling expression,modeling expression,True,math,9-12,,False,True,False,L-prefix:ex|L-suffix:sion,True,high,8,NP
approximate solution,approximate solution,True,math,9-12,,True,True,False,L-suffix:tion,True,high,8,NP
numerical input,numerical input,True,math,9-12,,True,True,False,L-prefix:in,True,high,8,NP
function model,function model,True,math,9-12,,True,False,False,,True,high,8,NP
function property,function property,True,math,9-12,F.1,True,True,False,L-prefix:pro|L-root:oper,True,high,8,NP
arithmetic geometric sequence,arithmetic geometric sequence,True,math,9-12,F.2,True,True,False,L-suffix:ence|L-root:sequ,True,high,8,NP
study design,study design,True,math,9-12,,True,True,False,L-prefix:de|L-root:sign,True,high,8,NP
new situation,new situation,True,math,9-12,,False,True,False,L-suffix:tion,True,high,8,NP
mathematical argument,mathematical argument,True,math,9-12,,False,True,False,L-suffix:ment,True,high,8,NP
trigonometric ratio,trigonometric ratio,True,math,9-12,,True,False,False,,True,high,8,NP
dimensional analysis,dimensional analysis,True,math|science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
normal distribution,normal distribution,True,math,9-12,,True,True,True,L-prefix:dis|G-prefix:di|L-suffix:tion,True,high,8,NP
medical testing,medical testing,True,math|science,3-5|6-8|9-12|K-2,MD.7,True,False,False,,True,high,8,NP
foundational concept,foundational concept,True,math|science,6-8|9-12,,True,True,False,L-prefix:con,True,high,8,NP
technological engineering design,technological engineering design,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:de|L-root:sign,True,high,8,NP
web resource,web resource,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:re,True,high,8,NP
simple equipment,simple equipment,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ment|L-root:equi,True,high,8,NP
reasonable explanation,reasonable explanation,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ex|L-suffix:tion,True,high,8,NP
dynamic sustainable relationship,dynamic sustainable relationship,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:re,True,high,8,NP
good location,good location,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
material design,material design,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:de|L-root:sign,True,high,8,NP
building material,building material,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ial|L-root:mater,True,high,8,NP
major part,major part,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
bird structure,bird structure,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ure|L-root:struct,True,high,8,NP
accurate science water,accurate science water,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
different item,different item,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
heat energy,heat energy,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
classroom investigation,classroom investigation,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:in|L-suffix:tion,True,high,8,NP
close attention,close attention,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
decision process,decision process,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:pro,True,high,8,NP
bar magnet,bar magnet,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-root:magn,True,high,8,NP
accurate science fossils,accurate science fossils,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
specific characteristic,specific characteristic,True,science,3-5|6-8|K-2,,True,False,False,,True,high,8,NP
everyday material,everyday material,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ial|L-root:mater,True,high,8,NP
renewable energy,renewable energy,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
energy type,energy type,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
local energy,local energy,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
geologic resource,geologic resource,True,science,3-5|6-8|9-12|K-2,6.ESS.5,True,True,False,L-prefix:re,True,high,8,NP
consumer product,consumer product,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:pro|L-root:duc,True,high,8,NP
accurate science states,accurate science states,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
light energy,light energy,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
local population,local population,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
community garden,community garden,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
survival advantage,survival advantage,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:ad,True,high,8,NP
biotic abiotic factor,biotic abiotic factor,True,science,3-5|6-8|K-2,4.ESS.1,True,True,False,L-root:fac,True,high,8,NP
mass movement,mass movement,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ment|L-root:mov,True,high,8,NP
accurate science erosion,accurate science erosion,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:sion,True,high,8,NP
magnetic object,magnetic object,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ob|L-root:ject,True,high,8,NP
multiple object,multiple object,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ob|L-root:ject,True,high,8,NP
simple electromagnet,simple electromagnet,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-root:magn,True,high,8,NP
food item,food item,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
scientific fact,scientific fact,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-root:fac,True,high,8,NP
major planet,major planet,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
light source,light source,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
visible light,visible light,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
physical activity,physical activity,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ity|L-root:vit,True,high,8,NP
energy use,energy use,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
lake erie area,lake erie area,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
final determination,final determination,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:de|L-suffix:tion,True,high,8,NP
geographic feature,geographic feature,True,science|social-studies,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ure,True,high,8,NP
long period,long period,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:per,True,high,8,NP
electronic device,electronic device,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:de,True,high,8,NP
physical chemical property,physical chemical property,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:pro|L-root:oper,True,high,8,NP
design software,design software,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
roller coaster design,roller coaster design,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:de|L-root:sign,True,high,8,NP
design portfolio,design portfolio,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-root:port,True,high,8,NP
technical drawing,technical drawing,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
candle wheel design,candle wheel design,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:de|L-root:sign,True,high,8,NP
lithospheric interaction,lithospheric interaction,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:inter|L-suffix:tion,True,high,8,NP
convection current,convection current,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ent,True,high,8,NP
recent measurement,recent measurement,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ment,True,high,8,NP
active geologic process,active geologic process,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:pro,True,high,8,NP
available energy,available energy,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
karst topography,karst topography,True,science,3-5|6-8|9-12|K-2,,False,False,True,G-suffix:graphy|G-root:graph,True,high,8,NP
topographic feature,topographic feature,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ure,True,high,8,NP
magnet increase,magnet increase,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:in,True,high,8,NP
specific organism,specific organism,True,science,3-5|6-8|9-12|K-2,,True,False,True,G-suffix:ism,True,high,8,NP
record variation,record variation,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
microscopic organism,microscopic organism,True,science,3-5|6-8|9-12|K-2,,False,False,True,G-suffix:ism,True,high,8,NP
rh factor,rh factor,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-root:fac,True,medium,8,NP
genetic condition,genetic condition,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:con|L-suffix:tion,True,high,8,NP
ionic covalent compound,ionic covalent compound,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:com,True,high,8,NP
binary ionic compound,binary ionic compound,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:com,True,high,8,NP
gamma radiation,gamma radiation,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
radiant energy transmission,radiant energy transmission,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:trans|L-suffix:sion,True,high,8,NP
potential material,potential material,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ial|L-root:mater,True,high,8,NP
different distance,different distance,True,science,3-5|6-8|9-12|K-2,,False,True,True,L-prefix:dis|G-prefix:di|L-suffix:ance,True,high,8,NP
constant acceleration,constant acceleration,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:tion,True,high,8,NP
motion diagram,motion diagram,True,science,3-5|6-8|9-12|K-2,,False,False,True,G-prefix:di,True,high,8,NP
specific step,specific step,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
design experiment,design experiment,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:ex|L-suffix:ment,True,high,8,NP
gamete formation,gamete formation,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
epigenetic technology,epigenetic technology,True,science,3-5|6-8|9-12|K-2,,True,False,True,G-suffix:ology|G-root:techn,True,high,8,NP
genetic technology,genetic technology,True,science,3-5|6-8|9-12|K-2,,True,False,True,G-suffix:ology|G-root:techn,True,high,8,NP
dna result,dna result,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re,True,high,8,NP
phylogenetic relationship,phylogenetic relationship,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re,True,high,8,NP
antibiotic resistance,antibiotic resistance,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re|L-suffix:ance,True,high,8,NP
rapid increase,rapid increase,True,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:in,True,high,8,NP
convergent evolution,convergent evolution,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
local specie,local specie,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-root:spec,True,high,8,NP
neighboring population,neighboring population,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:tion,True,high,8,NP
specific trait,specific trait,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,medium,8,NP
evolutionary relatedness,evolutionary relatedness,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re,True,high,8,NP
low abundance,low abundance,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ab|L-suffix:ance,True,high,8,NP
population cycle,population cycle,True,science,3-5|6-8|9-12|K-2,,True,False,True,G-root:cycl,True,high,8,NP
past century,past century,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-root:cent,True,high,8,NP
phospholipid bilayer,phospholipid bilayer,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:bi,True,high,8,NP
ionic polar covalent,ionic polar covalent,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:co|L-suffix:ent,True,high,8,NP
molecular compound,molecular compound,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:com,True,high,8,NP
bond polarity,bond polarity,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ity,True,high,8,NP
molecular polarity,molecular polarity,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ity,True,high,8,NP
household item,household item,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
simple lewis structure,simple lewis structure,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ure|L-root:struct,True,high,8,NP
different object,different object,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ob|L-root:ject,True,high,8,NP
scientific principle,scientific principle,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
endothermic exothermic reaction,endothermic exothermic reaction,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:re|L-suffix:tion,True,high,8,NP
risk assessment,risk assessment,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:ment,True,high,8,NP
environmental problem,environmental problem,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:pro,True,high,8,NP
current technology,current technology,True,science,3-5|6-8|9-12|K-2,,True,False,True,G-suffix:ology|G-root:techn,True,high,8,NP
document change,document change,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
food availability,food availability,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ity,True,high,8,NP
local water source,local water source,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
energy technology,energy technology,True,science,3-5|6-8|9-12|K-2,,True,False,True,G-suffix:ology|G-root:techn,True,high,8,NP
energy usage,energy usage,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
waste management,waste management,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:ment,True,high,8,NP
new discovery,new discovery,True,science,3-5|6-8|9-12|K-2,,False,True,True,L-prefix:dis|G-prefix:di,True,high,8,NP
life expectancy,life expectancy,True,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:ex,True,high,8,NP
different country,different country,True,science|social-studies,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:co,True,high,8,NP
water resource,water resource,True,science|social-studies,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:re,True,high,8,NP
school community,school community,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-prefix:com|L-suffix:ity,True,high,8,NP
poster session,poster session,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-suffix:sion,True,high,8,NP
toxin chemical,toxin chemical,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:al,True,high,8,NP
constant velocity buggy,constant velocity buggy,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
horizontal projectile,horizontal projectile,True,science,3-5|6-8|9-12|K-2,,False,True,False,L-prefix:pro|L-root:ject,True,high,8,NP
apparent weight,apparent weight,True,science,3-5|6-8|9-12|K-2,F.3,True,False,False,,True,high,8,NP
relaxed position,relaxed position,True,science,3-5|6-8|9-12|K-2,,True,True,False,L-suffix:tion,True,high,8,NP
external net force,external net force,True,science,3-5|6-8|9-12|K-2,,True,False,False,,True,high,8,NP
terminal velocity,terminal velocity,True,science,3-5|6-8|9-12|K-2,F.6,False,True,False,L-suffix:ity,True,high,8,NP
circular path,circular path,True,science,3-5|6-8|9-12|K-2,,False,False,True,G-root:path,True,high,8,NP
fragile object,fragile object,True,science,3-5|6-8|9-12|K-2,F.3,False,True,False,L-prefix:ob|L-root:ject,True,high,8,NP
